,M1,M2,M7,M8,M11,M13,M19,M21,M22,M23,M24,M25,M27,M28,M44,M45,M46,M48,M49,M50,M51,M52,M53,M55,M56,M57,M60,M63,M74,M92,M93
M1,x
M2
M7,x
M8,x,x
M11,x
M13,x
M19,x,x,x,x,x,x,x,x
M21,x
M22,x,x
M23,x,x,x,x,x
M24,x,x,x,x,x,x,x
M25,x,x,x
M27,x,x,x,x,x,x
M28,x,x,x,x,x,x
M44,x,x,x
M45,x,x,x
M46,x
M48,x,x,x
M49,x,x
M50,x
M51,x,x,x,x,x
M52,x,x,x,x
M53,x,x
M55,x,x
M56,x
M57,x,x,x,x,x,x
M60,x,x,x,x,x
M63,x,x,x,x
M74,x,x,x,x,x,x,x
M92,x,x,x
M93,x,x,x
